months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,years_as_customer,total_claims
128,29,743330,2010-11-04,OH,500/1000,1000,1878.44,0,450746,MALE,High School,other-service,golf,husband,0.0,-76000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,Not specified,59070.0,5370.0,5370.0,48330,Chevrolet,Malibu,2003,N,11.0,59070.0
69,24,807369,1992-06-19,IN,500/1000,500,1418.5,0,614948,FEMALE,High School,armed-forces,yachting,other-relative,0.0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,Not specified,0,0,NO,63300.0,12660.0,6330.0,44310,Dodge,RAM,2012,N,6.0,63300.0
294,46,735307,2010-06-02,IL,100/300,500,1532.8,0,473935,MALE,College,prof-specialty,exercise,own-child,0.0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,65780.0,11960.0,11960.0,41860,Mercedes,ML350,2013,N,24.0,65780.0
19,29,789208,2002-10-12,OH,250/500,500,1304.35,0,617267,MALE,JD,transport-moving,cross-fit,not-in-family,0.0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,Not specified,75400.0,11600.0,11600.0,52200,Dodge,Neon,2005,Y,2.0,75400.0
191,33,585324,2008-02-25,OH,500/1000,2000,1551.61,0,470670,MALE,High School,armed-forces,movies,unmarried,45000.0,-30400,2015-02-21,Vehicle Theft,Not Specified,Minor Damage,None,WV,Arlington,8306 1st Drive,3,1,YES,1,1,NO,2250.0,250.0,250.0,1750,Toyota,Corolla,2005,N,16.0,2250.0
4,39,498759,1996-09-05,IL,100/300,1000,1326.98,6000000,450368,FEMALE,High School,machine-op-inspct,reading,unmarried,64200.0,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,Not specified,54120.0,4510.0,9020.0,40590,Jeep,Grand Cherokee,2007,N,0.0,54120.0
298,49,795004,1998-03-16,OH,250/500,500,862.92,0,448809,MALE,MD,machine-op-inspct,camping,wife,0.0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480.0,11580.0,11580.0,46320,Saab,95,2007,N,25.0,69480.0
231,43,203250,2010-04-22,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,0.0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,Not specified,1,2,NO,66950.0,10300.0,10300.0,46350,Chevrolet,Malibu,2015,N,19.0,66950.0
338,47,430794,2008-01-25,OH,250/500,2000,1486.04,0,615688,FEMALE,Associate,armed-forces,board-games,own-child,0.0,-56200,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,Not specified,64100.0,12820.0,6410.0,44870,Dodge,RAM,2014,Y,28.0,64100.0
261,46,156636,2000-09-10,IN,100/300,1000,870.55,0,465631,MALE,PhD,prof-specialty,camping,unmarried,0.0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,Not specified,0,3,Not specified,80280.0,13380.0,13380.0,53520,Chevrolet,Tahoe,2013,N,22.0,80280.0
321,44,284143,2008-04-23,IL,500/1000,2000,1344.56,6000000,443344,MALE,Associate,machine-op-inspct,hiking,husband,0.0,-39100,2015-02-12,Vehicle Theft,Not Specified,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,Not specified,1,2,NO,4680.0,520.0,0.0,4160,Accura,MDX,1999,N,27.0,4680.0
0,32,740518,2011-02-18,OH,500/1000,1000,1377.04,0,441363,MALE,College,tech-support,base-jumping,wife,61400.0,-41100,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,Not specified,1,1,NO,39720.0,6620.0,6620.0,26480,Accura,MDX,2002,N,0.0,39720.0
405,58,445289,2012-04-24,IL,250/500,500,1237.88,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,0.0,-46900,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,Not specified,0,0,Not specified,63580.0,5780.0,5780.0,52020,Mercedes,ML350,1997,Y,34.0,63580.0
304,49,599262,2001-09-25,IN,100/300,1000,1525.86,0,463184,FEMALE,PhD,craft-repair,camping,own-child,0.0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370.0,13340.0,6670.0,53360,Saab,95,2013,N,25.0,73370.0
1,29,357949,2006-05-24,OH,500/1000,500,854.58,0,612826,FEMALE,JD,craft-repair,paintball,other-relative,52200.0,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,Not specified,2,3,YES,86790.0,7890.0,23670.0,55230,Honda,CRV,2003,N,0.0,86790.0
26,39,493161,1992-01-30,IN,250/500,1000,770.76,0,433155,MALE,Masters,tech-support,sleeping,husband,0.0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,Not specified,49800.0,9960.0,4980.0,34860,Mercedes,ML350,2015,N,2.0,49800.0
202,38,320251,2009-01-24,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0.0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440.0,7040.0,14080.0,56320,Nissan,Ultima,2005,N,17.0,77440.0
289,48,231127,1995-08-29,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0.0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,Not specified,1,0,Not specified,42900.0,8580.0,0.0,34320,Accura,TL,1999,N,24.0,42900.0
61,26,766193,2011-07-31,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0.0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820.0,11960.0,5980.0,35880,Ford,F150,2015,Y,5.0,53820.0
334,46,555374,2013-01-05,IL,100/300,1000,876.88,6000000,454434,MALE,MD,sales,reading,other-relative,0.0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330.0,12740.0,6370.0,38220,Jeep,Grand Cherokee,1998,N,28.0,57330.0
12,24,491484,1994-11-18,IL,500/1000,1000,1143.95,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,51400.0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,Not specified,53370.0,5930.0,5930.0,41510,Nissan,Ultima,2011,N,1.0,53370.0
86,29,925128,2014-08-30,IL,100/300,2000,1409.06,0,610302,MALE,High School,prof-specialty,yachting,husband,74200.0,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920.0,9680.0,14520.0,38720,Accura,MDX,2005,N,7.0,62920.0
83,24,265093,2006-01-01,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,0.0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,Not specified,0,1,NO,61600.0,6160.0,12320.0,43120,Honda,CRV,2003,N,7.0,61600.0
126,30,267808,1998-09-10,IL,500/1000,2000,916.13,0,431389,MALE,College,sales,golf,unmarried,55300.0,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160.0,6180.0,12360.0,55620,Mercedes,E400,2002,N,10.0,74160.0
209,38,116735,2010-01-28,OH,250/500,500,1191.5,0,442866,MALE,High School,priv-house-serv,reading,husband,38600.0,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,Not specified,80100.0,8900.0,8900.0,62300,Audi,A3,2015,N,17.0,80100.0
283,48,963680,2003-01-04,OH,500/1000,1000,1474.66,0,446755,FEMALE,JD,sales,paintball,husband,0.0,-46200,2015-02-17,Parked Car,Not Specified,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,Not specified,2,3,NO,6560.0,820.0,820.0,4920,Volkswagen,Jetta,2003,N,24.0,6560.0
194,34,445694,2004-05-24,IL,250/500,1000,1193.45,0,464743,MALE,JD,other-service,hiking,not-in-family,0.0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,Not specified,2,1,YES,58800.0,11760.0,5880.0,41160,Nissan,Pathfinder,1997,N,16.0,58800.0
184,38,215534,1994-09-12,IL,250/500,1000,1437.53,0,437889,FEMALE,College,transport-moving,chess,not-in-family,0.0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,Not specified,0,2,NO,53730.0,11940.0,5970.0,35820,Dodge,RAM,2013,Y,15.0,53730.0
479,60,232854,1997-07-07,IL,100/300,2000,1304.83,0,473638,FEMALE,College,other-service,cross-fit,husband,0.0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600.0,5050.0,10100.0,45450,Honda,Civic,2001,N,40.0,60600.0
284,48,168260,1991-03-01,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,tech-support,movies,other-relative,0.0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,Not specified,0,3,YES,35750.0,6500.0,3250.0,26000,Mercedes,E400,2001,N,24.0,35750.0
65,27,538955,2001-09-29,IN,100/300,1000,1164.97,0,477695,FEMALE,College,adm-clerical,exercise,wife,43000.0,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,Not specified,1,2,YES,42840.0,3570.0,7140.0,32130,Chevrolet,Silverado,2004,N,5.0,42840.0
222,39,243226,2012-01-10,IL,250/500,1000,1232.72,0,458237,MALE,High School,armed-forces,hiking,own-child,87800.0,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,Not specified,1,0,NO,87960.0,14660.0,14660.0,58640,Jeep,Wrangler,1999,Y,18.0,87960.0
196,41,246435,2001-07-05,IL,250/500,2000,1800.76,0,441499,MALE,JD,protective-serv,camping,other-relative,0.0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800.0,4780.0,4780.0,38240,Jeep,Grand Cherokee,2009,N,16.0,47800.0
253,43,582480,1991-08-07,IL,500/1000,500,1187.01,7000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,46300.0,-33000,2015-02-02,Vehicle Theft,Not Specified,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,Not specified,3840.0,640.0,640.0,2560,Chevrolet,Tahoe,2014,N,21.0,3840.0
280,43,345539,2012-07-24,IN,100/300,1000,1559.34,0,448912,MALE,JD,transport-moving,hiking,own-child,0.0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,Not specified,77000.0,14000.0,7000.0,56000,Accura,RSX,2004,N,23.0,77000.0
5,26,924318,2014-07-27,IL,250/500,2000,1137.02,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500.0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,Not specified,88110.0,16020.0,16020.0,56070,Audi,A5,2003,N,0.0,88110.0
220,42,726880,1994-08-08,IN,100/300,1000,1281.72,0,619811,MALE,College,farming-fishing,hiking,other-relative,33500.0,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740.0,4340.0,4340.0,39060,Honda,Civic,2005,N,18.0,47740.0
85,30,190588,2001-12-09,OH,100/300,1000,796.35,0,614166,FEMALE,MD,craft-repair,video-games,own-child,72400.0,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960.0,5360.0,10720.0,42880,Ford,F150,2004,N,7.0,58960.0
266,46,246705,1990-03-14,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,0.0,-45800,2015-01-08,Parked Car,Not Specified,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,Not specified,2160.0,480.0,240.0,1440,Toyota,Corolla,2004,N,22.0,2160.0
41,26,619589,2006-03-28,IL,100/300,1000,1383.13,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,46700.0,0,2015-02-28,Vehicle Theft,Not Specified,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,Not specified,6890.0,530.0,1060.0,5300,Jeep,Grand Cherokee,1997,N,3.0,6890.0
316,45,164988,2013-12-23,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,58300.0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870.0,7170.0,14340.0,57360,Suburu,Legacy,2013,N,26.0,78870.0
285,47,729534,1991-09-30,IN,100/300,1000,1216.68,0,610989,FEMALE,Masters,sales,basketball,other-relative,55100.0,0,2015-01-06,Vehicle Theft,Not Specified,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700.0,300.0,300.0,2100,Ford,F150,2013,N,24.0,2700.0
379,54,505014,2001-12-27,IL,100/300,500,1251.16,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400.0,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,Not specified,0,1,NO,75960.0,6330.0,6330.0,63300,Jeep,Grand Cherokee,2010,N,32.0,75960.0
15,34,920826,2005-04-07,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,sales,video-games,other-relative,33500.0,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,Not specified,75570.0,6870.0,13740.0,54960,BMW,X5,2010,Y,1.0,75570.0
354,48,534982,2003-04-08,IL,500/1000,2000,1526.11,5000000,469650,FEMALE,Masters,sales,exercise,unmarried,0.0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,Not specified,2,3,YES,90240.0,15040.0,15040.0,60160,Chevrolet,Malibu,1995,N,30.0,90240.0
342,53,110408,2005-11-14,IN,100/300,1000,1028.44,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0.0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,Not specified,0,0,NO,80960.0,14720.0,7360.0,58880,Accura,MDX,2000,N,28.0,80960.0
169,38,283052,2005-01-07,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300.0,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080.0,6590.0,13180.0,59310,Mercedes,C300,2012,N,14.0,79080.0
339,49,840806,1994-02-14,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800.0,-65300,2015-01-18,Vehicle Theft,Not Specified,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820.0,1240.0,620.0,4960,Mercedes,ML350,2009,N,28.0,6820.0
259,42,382394,1996-01-23,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000.0,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590.0,5690.0,11380.0,45520,Nissan,Pathfinder,2006,N,22.0,62590.0
65,23,876699,1999-12-12,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,0.0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400.0,6550.0,6550.0,39300,Accura,MDX,2005,Y,5.0,52400.0
254,46,871432,2004-07-15,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,0.0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,Not specified,1,3,YES,63580.0,5780.0,11560.0,46240,Volkswagen,Jetta,2004,N,21.0,63580.0
440,55,379882,2012-11-07,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0.0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400.0,6140.0,6140.0,49120,Nissan,Ultima,1995,N,37.0,61400.0
478,63,852002,2009-06-29,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600.0,0,2015-02-21,Parked Car,Not Specified,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700.0,940.0,470.0,3290,Dodge,Neon,2007,Y,40.0,4700.0
230,44,372891,2000-06-26,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400.0,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140.0,13480.0,13480.0,47180,BMW,X5,2015,N,19.0,74140.0
138,30,689034,2002-01-09,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700.0,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,Not specified,2,2,NO,83160.0,6930.0,13860.0,62370,Volkswagen,Jetta,2011,N,12.0,83160.0
239,41,743092,2013-11-11,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400.0,-6300,2015-02-18,Parked Car,Not Specified,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,Not specified,0,2,YES,10790.0,1660.0,830.0,8300,Mercedes,E400,2013,N,20.0,10790.0
93,31,599174,2008-01-14,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0.0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070.0,8740.0,8740.0,30590,Saab,92x,2014,N,8.0,48070.0
37,25,421092,2003-03-04,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300.0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030.0,5670.0,11340.0,34020,Suburu,Impreza,1996,N,3.0,51030.0
254,40,349658,1994-06-07,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0.0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,Not specified,43280.0,0.0,5410.0,37870,Honda,Civic,1996,Y,21.0,43280.0
131,29,811042,2013-07-04,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,65700.0,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,Not specified,1,3,NO,76400.0,15280.0,7640.0,53480,Suburu,Forrestor,2003,N,11.0,76400.0
230,43,505316,2002-06-30,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,48100.0,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,Not specified,0,2,Not specified,75460.0,13720.0,13720.0,48020,Audi,A5,2002,N,19.0,75460.0
313,50,116645,2004-06-30,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,0.0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000.0,13800.0,6900.0,48300,Ford,F150,1995,Y,26.0,69000.0
210,38,950880,1998-12-19,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0.0,0,2015-01-13,Vehicle Theft,Not Specified,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,Not specified,1,2,NO,8640.0,1440.0,720.0,6480,Accura,TL,2008,N,18.0,8640.0
101,29,788502,2014-08-31,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000.0,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,Not specified,2,1,Not specified,67210.0,12220.0,12220.0,42770,BMW,X6,1996,N,8.0,67210.0
153,37,627486,2005-11-10,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300.0,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,Not specified,0,3,NO,42500.0,4250.0,4250.0,34000,Volkswagen,Jetta,1999,N,13.0,42500.0
337,53,498842,2000-05-04,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,0.0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400.0,14400.0,7200.0,64800,Accura,RSX,2001,N,28.0,86400.0
360,51,550294,2001-11-26,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0.0,-32900,2015-01-30,Vehicle Theft,Not Specified,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,Not specified,4620.0,840.0,840.0,2940,Dodge,RAM,2009,Y,30.0,4620.0
428,53,328387,2014-05-06,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0.0,0,2015-02-16,Parked Car,Not Specified,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930.0,630.0,1260.0,5040,Honda,CRV,2013,N,36.0,6930.0
204,40,540152,1991-01-27,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,0.0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700.0,8340.0,,25020,Saab,95,2013,N,17.0,
364,51,385932,1992-04-28,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,0.0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330.0,14060.0,14060.0,49210,Volkswagen,Jetta,2014,Y,30.0,77330.0
185,35,618682,2000-03-04,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,0.0,0,2015-01-31,Vehicle Theft,Not Specified,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,Not specified,2,3,YES,4950.0,900.0,450.0,3600,Ford,F150,2011,N,15.0,4950.0
63,26,550930,1995-10-12,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0.0,-36500,2015-02-13,Vehicle Theft,Not Specified,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160.0,860.0,860.0,3440,Accura,TL,2004,N,5.0,5160.0
210,35,998192,2014-04-25,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0.0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,Not specified,24570.0,2730.0,2730.0,19110,Saab,95,2006,Y,18.0,24570.0
194,38,663938,2011-01-26,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,46500.0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,Not specified,1,0,Not specified,53680.0,4880.0,9760.0,39040,Toyota,Camry,2011,N,16.0,53680.0
294,49,756870,1996-01-26,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700.0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900.0,3900.0,3900.0,35100,Chevrolet,Malibu,2010,N,24.0,42900.0
272,41,337158,1991-04-08,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,38600.0,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100.0,16820.0,8410.0,58870,Ford,Escape,2009,Y,23.0,84100.0
27,27,919875,2002-06-29,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0.0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,Not specified,1,3,Not specified,61560.0,6840.0,6840.0,47880,Ford,Fusion,2008,N,2.0,61560.0
251,39,315631,1999-04-09,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0.0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,Not specified,44240.0,5530.0,5530.0,33180,Dodge,RAM,1997,N,21.0,44240.0
